130.83.183.89	TU Darmstadt, Hochschulrechenzentrum Mornewegstr. 30, 64293 Darmstadt, Germany,DE
147.175.20.219	Slovak Technical University Bratislava,SK
217.79.202.132	FTTH SATEL,CH
23.23.102.175	Amazon.com, Inc.,US
162.255.119.184	Namecheap, Inc.,US
185.4.133.16	Shared Hosting IPs, daticated & VPSserver infrastracture,GR
46.137.90.8	Amazon Web Services, Elastic Compute Cloud, EC2, EU,IE
92.47.78.79	JSC Kazakhtelecom Aktau,KZ
192.131.44.74	Whatbox Inc.,CA
176.32.102.119	PROD IAD,US
31.13.69.55	Facebook,US
46.37.6.41	ICT Managed Services SRL Via Caldera, 21 Milano,IT
195.113.214.226	CESNET, z.s.p.o. Prague 6,CZ
157.56.52.13	Microsoft Corporation,US
157.56.52.16	Microsoft Corporation,US
157.56.52.17	Microsoft Corporation,US
77.72.118.213	comScore Application and Service Network,NL
128.0.190.74	Customer No. 19598013 network,CZ
195.113.232.90	CESNET, z.s.p.o. Prague 6,CZ
216.38.220.18	ViaWest,US
ff02::1:ff3e:dd3c	Private Use
114.254.10.130	China Unicom Beijing province network China Unicom,CN
212.70.64.187	Intuitiv Ltd. Ickford Buckinghamshire,GB
147.32.83.1	Prague,CZ
2a00:1450:4013:c01::5e	EU metro frontend,IE
64.4.23.149	Microsoft Corporation,US
70.33.239.245	Cogeco Peer 1,US
213.155.158.41	Akamai International BV,CZ
ff02::1:ffea:1c92	Private Use
5.167.161.72	CJSC "ER-Telecom Holding" Kirov branch Kirov, Russia PPPoE individual customers,RU
176.28.54.184	Host Europe GmbH,DE
137.116.224.167	Microsoft Corp,US
65.55.223.30	Microsoft Corporation,US
ff02::1:ff68:ef0a	Private Use
213.199.179.160	Microsoft Internet Data Center,IE
5.144.130.38	Hostiran Network,IR
54.230.46.94	Amazon Technologies Inc.,US
fd2d:ab8c:225:0:46a:c1a7:8a4b:1942	Private Use
83.149.35.231	Ural Branch Of OJSC MegaFon GPRS/UMTS Network, Pool 1.,RU
27.124.120.41	Dreamscape Networks Inc Australia,AU
54.230.98.50	Amazon Technologies Inc.,US
27.67.26.247	New IP range for 3G and 2G service of Viettel in Ha Noi 1 Tran Huu Duc, My Dinh, Tu Liem, Hanoi,VN
239.255.255.250	Private Use
81.1.133.121	CJSC Scientific-Production Association Progressive Technologies,RU
54.209.61.132	Amazon Technologies Inc.,US
168.62.33.142	Microsoft Corp,US
ff02::1:ff99:23c8	Private Use
31.220.190.203	Regional Digital Telecommunication Company Broadband service 1024,RU
172.217.16.110	Google Inc.,US
107.22.184.136	Amazon.com, Inc.,US
212.70.64.183	Intuitiv Ltd. Ickford Buckinghamshire,GB
91.190.216.212	Skype Lu,LU
111.221.77.146	Microsoft Microsoft Corp, Singapore,SG
195.113.232.83	CESNET, z.s.p.o. Prague 6,CZ
195.113.232.82	CESNET, z.s.p.o. Prague 6,CZ
54.230.99.50	Amazon Technologies Inc.,US
195.113.232.89	CESNET, z.s.p.o. Prague 6,CZ
195.113.232.88	CESNET, z.s.p.o. Prague 6,CZ
213.199.179.154	Microsoft Internet Data Center,IE
ff02::1:ff4b:1942	Private Use
119.247.126.78	Hong Kong Broadband Network Ltd,HK
fd2d:ab8c:225:0:1dd1:f146:ce60:e3aa	Private Use
210.1.225.85	SERVICE HOSTING,MY
103.23.17.4	Citylink Ltd PO Box 9328,NZ
95.211.137.76	LeaseWeb Netherlands B.V.,NL
54.225.174.133	Amazon Technologies Inc.,US
ff02::1:ff00:fa9	Private Use
31.210.122.246	INTER NET BILGISAYAR LTD STI,TR
71.195.244.77	Comcast Cable Communications, LLC,US
5.35.68.182	LLC "Multiscan",RU
173.252.100.27	Facebook, Inc.,US
ff02::1:ff00:fa5	Private Use
ff02::1:ff05:44da	Private Use
54.235.195.128	Amazon Technologies Inc.,US
46.55.21.248	JSC "Moldtelecom" S.A. Chisinau, Moldova,MD
174.122.63.102	SoftLayer Technologies Inc.,US
199.16.156.198	Twitter Inc.,US
65.55.223.46	Microsoft Corporation,US
190.93.244.83	CloudFlare Latin America S.R.L,CR
fd2d:ab8c:225:0:512:a519:bb75:80ea	Private Use
94.26.179.25	Arbital Customers,RU
31.13.78.71	Facebook,US
79.70.185.11	TalkTalk Broadband,GB
125.54.127.44	KDDI CORPORATION Garden Air Tower,3-10-10,Iidabashi,Chiyoda-ku,Tokyo,102-8460,Japan,JP
103.245.153.70	OrionVM Retail Pty Ltd Suite 27, 104 Bathurst Street, Sydney NSW 2000,AU
46.137.179.154	Amazon Web Services, Elastic Compute Cloud, EC2, EU,IE
54.192.44.250	Amazon Technologies Inc.,US
93.184.220.111	NETBLK-03-EU-93-184-220-0-22,EU
179.254.205.74	Brasil Telecom S/A - Filial Distrito Federal,BR
194.228.3.208	HOSTING Prague 3,CZ
65.254.248.149	The Endurance International Group, Inc.,US
84.196.123.38	Telenet operaties N.V. Residential prefix,BE
176.9.212.189	Stefan Kottwitz,DE
23.235.43.175	Fastly,US
195.113.214.245	CESNET, z.s.p.o. Prague 6,CZ
54.228.225.215	Amazon Technologies Inc.,US
195.113.214.241	CESNET, z.s.p.o. Prague 6,CZ
36.66.209.21	PT TELKOM INDONESIA                 Menara Multimedia Lt.7                 Jl. Kebon sirih No.12                 JAKARTA,ID
199.16.156.6	Twitter Inc.,US
5.58.1.11	Lanet Network Ltd,UA
195.113.214.249	CESNET, z.s.p.o. Prague 6,CZ
110.174.7.48	TPG Internet Pty Ltd.,AU
ff02::1	Private Use
ff02::2	Private Use
5.135.191.102	Dedicated Servers,FR
77.72.112.213	Nedstat Application and Service Network,NL
4.4.4.4	Level 3 Communications, Inc.,US
111.221.74.29	Microsoft Microsoft Corp, Singapore,SG
144.76.34.117	Server Block,DE
54.192.47.153	Amazon Technologies Inc.,US
111.221.74.20	Microsoft Microsoft Corp, Singapore,SG
174.139.164.90	Krypt Technologies,US
185.14.28.30	UASERVERS NETWORK,NL
111.221.74.23	Microsoft Microsoft Corp, Singapore,SG
54.240.162.219	Amazon Technologies Inc.,US
208.72.90.152	Oracle Corporation,US
130.191.140.34	San Diego State University,US
87.255.31.150	BIG TELECOM CLOSED JSC,RU
69.194.193.70	Solar VPS,US
2a00:1450:400d:806::2001	EU metro frontend,IE
5.9.59.184	Hetzner Online AG Datacenter 16,DE
ff02::1:ff60:e3aa	Private Use
62.178.29.92	UPC Telekabel DHCP Range,AT
50.19.238.200	Amazon.com, Inc.,US
99.185.96.60	AT&T Internet Services,US
ff02::1:ff6d:a0f6	Private Use
31.28.58.144	AIST ISP, PPTP (physical persons),RU
209.15.209.75	Peer 1 Hosting Toronto,CA
74.3.161.45	Shaw Telecom G.P.,CA
104.28.15.18	Cloudflare, Inc.,US
80.51.120.132	PHU UniNET Joanna Mioduszewska ul.  Sienkiewicza 1 19-230 Szczuczyn,PL
93.84.189.71	BELTELECOM MINSK branch BYFLY(tm) dynamic pools Republic of Belarus,BY
38.127.70.131	PSINet, Inc.,US
65.55.223.47	Microsoft Corporation,US
65.55.223.44	Microsoft Corporation,US
50.19.97.123	Amazon.com, Inc.,US
84.18.198.45	123Connect Ltd,GB
212.58.244.27	BBC Telstra London Hosting Centre ******************************************************* * In case of any problems with users of this address * space (spam, attacks, illegal activity, etc) please * email abuse@bbc.co.uk with full logfile entries,GB
212.58.244.26	BBC Telstra London Hosting Centre ******************************************************* * In case of any problems with users of this address * space (spam, attacks, illegal activity, etc) please * email abuse@bbc.co.uk with full logfile entries,GB
2a00:1450:400c:c0b::bc	EU metro frontend,IE
203.76.105.82	Link3 Technologies Ltd. Internet Service Provider, Dhaka, Bangladesh,BD
173.194.113.51	Google Inc.,US
54.230.45.133	Amazon Technologies Inc.,US
fd2d:ab8c:225:0:d005:7772:8ff6:a38f	Private Use
216.38.220.20	ViaWest,US
94.181.200.119	JSC "ER-Telecom Holding" Kirov branch Kirov, Russia PPPoE individual customers,RU
61.102.156.53	Tbroad Suwon Broadcasting Corporation,KR
216.38.220.24	ViaWest,US
216.38.220.26	ViaWest,US
176.34.143.35	CloudFront DUB4,NL
130.88.154.5	The University of Manchester Local Area Network,GB
ff02::1:ff01:fcd7	Private Use
66.71.245.50	Total Server Solutions L.L.C.,US
79.24.103.121	NAS DHCP Pool ALESSANDRIA,IT
50.225.66.186	Comcast Cable Communications, LLC,US
195.113.214.207	CESNET, z.s.p.o. Prague 6,CZ
147.32.80.105	Prague,CZ
184.72.230.183	Amazon.com, Inc.,US
36.37.176.6	VIETTEL (CAMBODIA) PTE., LTD.,KH
194.228.113.24	Nam OSN Prague 9,CZ
74.208.13.22	1&1 Internet Inc.,US
209.15.209.70	Peer 1 Hosting Toronto,CA
190.93.246.15	CloudFlare Latin America S.R.L,CR
54.243.155.66	Amazon Technologies Inc.,US
39.116.58.108	SK Broadband Co Ltd,KR
195.113.214.221	CESNET, z.s.p.o. Prague 6,CZ
190.93.244.15	CloudFlare Latin America S.R.L,CR
111.67.18.231	J2 AUSTRALIA HOSTING PTY LTD Melbourne Victoria 3805,AU
5.248.81.230	Kyivstar GSM Ukrainian mobile phone operator,UA
ff02::1:ff00:99e	Private Use
89.32.62.75	JSC "Moldtelecom" S.A. Chisinau, Moldova,MD
86.245.88.30	POP Puteaux,FR
23.23.154.127	Amazon.com, Inc.,US
37.151.204.21	JSC Kazakhtelecom, Aktobe Affiliate Metro Ethernet Network,KZ
23.63.79.139	Akamai Technologies, Inc.,US
45.58.74.1	Dropbox, Inc.,US
ff02::1:ff49:8c14	Private Use
66.199.61.150	Brazoria INET,US
185.57.30.241	Octopusnet NAT pool 3,RU
208.91.197.54	Confluence Networks Inc,VG
10.192.123.114	Private Use
224.0.0.1	Private Use
147.32.82.2	Prague,CZ
109.236.82.186	WorldStream IPv4.25,NL
157.56.52.47	Microsoft Corporation,US
157.56.52.46	Microsoft Corporation,US
95.182.164.19	TECTEO Rue Louvrex, 95 4000 Liege,BE
95.134.29.57	NCC#2011011865 Approved IP assignment,UA
192.185.157.169	WEBSITEWELCOME.COM,US
85.17.120.67	LeaseWeb Netherlands B.V.,NL
ff02::1:ff00:f72	Private Use
ff02::1:ff00:1	Private Use
ff02::1:ff00:0	Private Use
219.93.24.2	TMNET, TELEKOM MALAYSIA Internet Service Provider,MY
192.185.144.192	WEBSITEWELCOME.COM,US
ff02::1:ff7f:abb3	Private Use
77.72.116.213	comScore Application and Service Network,NL
ff02::1:ff00:c5c	Private Use
ff02::1:ff9c:93be	Private Use
2a00:1450:4014:80a::101f	EU metro frontend,IE
2a00:1450:4014:80a::101d	EU metro frontend,IE
ff02::1:ffd5:db1c	Private Use
204.9.177.195	Typepad,US
207.198.113.224	Peer 1 Dedicated Hosting,US
108.162.197.239	Cloudflare, Inc.,US
172.227.109.48	Akamai Technologies, Inc.,US
111.221.77.169	Microsoft Microsoft Corp, Singapore,SG
ff02::1:ff00:994	Private Use
fe80::4a8:b1f0:5819:1034	Private Use
23.63.66.110	Akamai Technologies, Inc.,US
111.221.77.161	Microsoft Microsoft Corp, Singapore,SG
111.221.77.160	Microsoft Microsoft Corp, Singapore,SG
111.221.77.167	Microsoft Microsoft Corp, Singapore,SG
151.101.12.207	Fastly,US
74.117.207.219	Oracle Corporation,US
198.1.85.52	Unified Layer,US
2a00:1450:4014:80a::1019	EU metro frontend,IE
185.82.216.143	ITL Sofia Datacenter Network,BG
217.12.199.90	Provider Local Internet Registry,UA
195.113.214.219	CESNET, z.s.p.o. Prague 6,CZ
195.113.232.75	CESNET, z.s.p.o. Prague 6,CZ
54.217.239.156	Amazon Technologies Inc.,US
2a00:1450:4014:80a::1017	EU metro frontend,IE
ff02::c	Private Use
195.113.232.72	CESNET, z.s.p.o. Prague 6,CZ
2a00:1450:4014:80a::100e	EU metro frontend,IE
173.194.34.239	Google Inc.,US
65.55.223.23	Microsoft Corporation,US
157.55.56.151	Microsoft Corporation,US
ff02::1:ffb3:7085	Private Use
62.102.225.5	NCC#2011031121,FR
213.152.180.228	Global Layer B.V.,NL
2a00:1450:4014:80a::1002	EU metro frontend,IE
209.237.150.20	Web.com, Inc.,US
54.83.25.6	Amazon Technologies Inc.,US
167.68.20.174	Thomson Reuters (Legal) Inc.,US
107.145.35.51	BRIGHT HOUSE NETWORKS, LLC,US
81.27.192.20	UPC Ceska republika, a.s. Backbone Servers,CZ
173.194.112.11	Google Inc.,US
216.38.220.21	ViaWest,US
147.32.82.19	Prague,CZ
123.114.23.103	China Unicom Beijing province network China Unicom,CN
81.169.145.84	Strato Rechenzentrum, Berlin,DE
173.194.35.91	Google Inc.,US
157.55.130.170	Microsoft Corporation,US
